scode,sname,b,c,t,y,p,st,sh,r,mg,bps,xsmll,pn
895,双汇发展,1.3346,1.2442,51845061671,15.9931253,4405056392,3.51341023,0.2118,28.33,4.30445284,1.68083082,18.10574515,食品饮料
600196,复星医药,1.21,0.91,14628820443,16.02211497,2805837071,14.05407868,-7.0459,14.25,9.19035198,0.87389884,54.07446538,医药制造
2,万科A,1.9,1.9,2.40477E+11,22.97535504,21022606257,16.02260012,338.3344,19.68,10.28,3.5841638,29.41435722,房地产
600158,中体产业,0.0723,0.0698,1186170813,39.31873368,61009919.89,-21.37097629,203.4661,3.89,1.88485562,0.27259438,21.32877679,文教休闲
600535,天士力,1.09,1.07,13945496952,5.42796511,1176424940,-20.43382054,-45.5531,15.24,7.37068103,1.06779674,36.51266277,医药制造
777,中核科技,0.275,0.123,967144616.8,-6.54707233,105422658.1,21.6684389,243.008,8.74,3.32555145,0.02844958,21.4114728,机械行业
601788,光大证券,0.7391,0.7078,9164639103,-44.69500422,3013019181,-60.59618328,-28.1023,7.29,10.23593254,-4.26078292,"""-""",券商信托
2838,道恩股份,0.84,1.18,799684968.6,27.69812183,79320964.31,32.43994136,-6.5559,18.39,9.08353857,0.53177091,24.38010832,塑胶制品
835281,翰林汇,1.73,1.72,16710301875,5.28907027,224597778.7,-5.85711107,"""-""",40.54,5.13,1.34670918,3.60806949,-
835333,帕克国际,0.29,0.36,126215347.1,4.73181753,20258180.8,79.63083706,"""-""",30.62,1.39,0.22217143,45.44708253,-
835330,东奇科技,-0.09,-0.2521,3839745.82,14.05828339,-1210279.58,28.73206774,"""-""",-14.71,0.57,-0.14065532,43.30819976,-
834913,驰达飞机,0.88,0.8298,92976894.92,40.88317481,28174416.23,323.9109538,55.486,34.73,2.98,-0.0768944,59.50634857,-
834794,咸亨股份,1.39,1.45,129795320.8,19.44053042,28905995.52,51.40998184,"""-""",27.73,5.19,1.09100491,47.4483008,-
834406,迪威普,1.33,1.27,58032007.89,-9.92180955,20152326.61,0.99453625,"""-""",30.72,1.85,0.31445665,57.75620286,-
834670,宏达小贷,0.15,0.15,123493408.2,2.32036514,75143694.17,-5.62157463,9.9838,11.67,1.18,-0.14113929,"""-""",-
834041,上海恒业,0.32,0.3,166123581.3,-24.19212967,16845003.63,-28.42018892,"""-""",10.6,3.21,0.43923723,26.12240781,-
833592,丰汇股份,0.0773,0.05,96342558.98,16.10603958,2396362.7,179.0567408,"""-""",6.87,1.2,-0.00780804,24.60073506,-
833826,凯利云股,1.1,0.82,67264219.94,243.2052643,8520434.44,78.24859161,"""-""",51.31,2.64,0.58885406,18.31358495,-
833530,江苏高科,0.25,"""-""",112438118.6,39.79570228,13406334.34,33.40141797,"""-""",19.13,1.76,-0.39638483,29.81841142,-
833629,合力亿捷,0.62,0.57,158309481.5,11.78248507,27325436.43,33.54311821,"""-""",20.2,3.18,0.70987877,54.85123144,-
2902,铭普光磁,0.86,0.82,1407108100,5.84520722,90651957.25,12.00756994,"""-""",18.34,5.14062595,0.88878976,20.12964767,电子元件
833407,亚华医美,0.89,0.85,24850621.06,83.48425444,10693681.67,136.2388799,"""-""",50.77,2.01,0.978608,70.33957271,-
300593,新雷能,0.51,0.49,348647283.3,15.4352904,44096678.68,30.5910198,-54.0331,13.02,4.16350311,0.19599378,47.69157851,机械行业
2875,安奈儿,1.05,0.99,920364536.5,9.53194725,79117387.25,11.57657486,1087.2481,24.35,"""-""","""-""",59.10265405,纺织服装
833168,海润传播,-0.21,-0.33,34042912.19,143.2753893,-2732466.03,-235.7520213,"""-""",-19.48,0.97,-0.34947697,7.36270013,-
833035,大唐融合,0.14,0.0898,533644617.9,34.69152141,22201436.95,48.92948513,"""-""",12.42,2.03,-0.38346949,12.80141735,-
833266,生物谷,0.91,0.68,589822518.5,10.09554269,97554476.81,59.21967202,"""-""",19.04,6.28,0.37737793,82.55409897,-
833274,臣功制药,1.04,1.066,411697124.6,46.17404235,62171374.47,-1.4009748,"""-""",20.02,5.69,0.5118372,59.87147707,-
832792,鹿城银行,0.26,0.25,170739500,1.29008674,67232308,2.95790053,-3.3325,15.99,1.72,0.04239232,"""-""",-
833100,爱己爱牧,0.08,0.05,21439503.18,29.42233989,1821402.75,1296.186703,"""-""",6.45,1.36,0.00601578,58.58707142,-
832715,华信股份,0.42,0.45,1784203448,23.0639836,155226062.2,5.31609078,"""-""",14.36,3.13,0.61854656,32.04754092,-
832579,同兴股份,0.18,0.21,93917686.86,50.92066187,16176475.62,72.69558803,"""-""",22.63,1.26,-0.00715685,25.62547839,-
832428,刻度信息,-1.21,-1.26,1218501.88,-47.18583756,-10770039.05,-209.6060639,"""-""",-124.21,0.33,-0.93553472,64.80270511,-
832390,金海股份,0.67,"""-""",294710429,-50.95594089,66460420,-49.01984317,"""-""",12.85,5.31,0.81603445,35.38227293,-
832308,旺盛园林,0.27,0.25,160034842.3,-6.68946649,22904065.54,14.32314959,"""-""",22.34,1.36,-0.34367301,28.8435718,-
832317,观典防务,0.23,0.23,76146774.56,26.87512626,26887703.61,4.48061147,"""-""",12.01,2,0.26697691,60.00284123,-
832280,创元期货,0.07,0.06,85105852.71,20.07848063,8799972.06,48.81840282,"""-""",5.71,1.3,2.86496477,"""-""",-
603038,华立股份,1.98,1.53,562478791.3,15.05932823,98991279.35,41.86541123,-20.2647,20.62,10.5891464,1.76134406,33.40524936,装修装饰
832021,安谱实验,1.52,1.4128,277867878.9,29.20559402,48157395.22,47.33440174,"""-""",29.76,6.27,1.15862908,43.1140677,-
831977,通宇电子,0.15,-0.02,25366902.32,12.11974064,1858530.67,169.3878,"""-""",5.39,2.88,0.50741017,36.35552884,-
831307,佛罗伦萨,-0.33,-0.33,30793751.63,11.09354466,-9864162.63,-137.0902784,"""-""",-66.86,0.33,-0.04177469,11.03708915,-
831316,连连化学,0.1,0.1,117598227.4,9.34828751,4930929.08,28.71225587,"""-""",7.5,1.45,-0.24251501,21.1991486,-
831822,米奥会展,0.8,0.8,332860129.7,20.44732404,35169655.88,10.44992061,"""-""",19.13,4.51,1.14897043,40.30175263,-
831264,柏康科技,0.27,0.21,12069764.46,3.12586369,1344394.09,-53.85213671,"""-""",14.06,2.05,0.55925822,59.56941243,-
832006,郑州水务,0.29,0.2851,101978983.7,-36.7392581,25803891.35,126.0375133,"""-""",20.23,1.6,0.02079744,44.35154599,-
831706,领航科技,0.1308,0.0889,132183090.3,9.04415456,9812871.11,-4.90045864,"""-""",8.98,1.53,0.11470228,21.05961145,-
831577,安阳机床,-0.18,-0.1951,102117256.8,-0.30211992,-23855489.34,11.42539456,"""-""",-11,1.51,-0.01881142,3.679027,-
831060,天香苑,0.09,0.05,76888424.33,13.95817168,4960986.23,-30.53387445,"""-""",5.95,1.56,-0.24990932,29.29359653,-
830922,裕荣光电,0.46,0.46,184082737,63.34281021,12996096.85,42.4821776,"""-""",34.73,1.55,-0.02226568,17.60439913,-
830840,永力科技,0.42,1.23,100600753.8,16.495235,22624726.26,-23.21742881,"""-""",10.23,12.91,1.19940787,42.23870899,-
830836,荆楚网,-0.09,-0.09,116937972.3,12.3910919,-7585865.02,-137.3121767,"""-""",-7.43,1.23,-0.07602992,15.19733519,-
830818,巨峰股份,0.23,0.25,357416862.4,-14.74605352,28762288.03,-36.23373509,"""-""",5.46,4.24,0.51020899,29.16076897,-
603007,花王股份,0.26,0.25,510883535.3,-5.17998028,71948069.23,6.10854406,-1.8552,12.86,6.24850738,0.22898865,32.32486303,园林工程
300586,美联新材,0.66,0.63,417553509.3,20.49573245,47316652.51,14.93468784,-38.2269,14.4,5.75917816,0.51524849,23.04514749,化工行业
300520,科大国创,0.33,0.62,594231453.3,46.44931025,56927437.17,28.07507059,310.88,15.11,5.489441,1.19393274,36.8803818,软件服务
603898,好莱客,0.86,0.82,1433028172,32.44472158,252265362.4,55.29787425,16.9148,24.1,3.86351478,1.21717026,39.98134434,木业家具
603520,司太立,0.68,0.65,672945253.6,-3.26520818,76121539.73,10.41049158,-10.7348,10.8,6.75055077,0.06399779,38.14630905,医药制造
603726,朗迪集团,0.77,0.71,775791358.6,7.20137759,67155340.01,9.38617817,4.2085,10.61,7.85413631,0.10263743,27.54312898,家电行业
603899,晨光文具,0.5358,0.4714,4662465784,24.36185415,492919944.7,16.62694004,-32.5172,21.81,2.64121755,0.74086274,26.41679714,文教休闲
430220,迈达科技,0.27,0.26,55133952.2,-7.42258758,12428420.82,22.33463032,"""-""",20.43,1.36,0.31917819,63.52868627,-
601579,会稽山,0.33,0.32,1048642259,14.61923252,141465621.5,24.43270889,1309.2285,7.14,5.83321704,0.61507065,43.18519439,酿酒行业
300532,今天国际,0.41,0.7,398637531.9,-21.41085276,54640292.85,-12.2987492,214.908,10.98,8.71796975,-0.01844083,36.89276206,交运物流
300309,吉艾科技,-0.99,-1.2,238508780,-17.00169077,-439318328.5,-666.0189987,-5172.7799,-37.25,2.872153,-1.63203357,33.91085749,仪器仪表
300296,利亚德,0.44,0.75,4377935243,116.4481857,668829540.4,102.1921237,203.7633,22.06,5.46872234,0.01690636,38.42758002,电子元件
300240,飞力达,0.18,0.11,2384983443,6.97960165,66125896.69,53.41709451,-85.3628,6.55,2.85335935,0.34022563,16.15325514,交运物流
430076,国基科技,0.39,0.35,132811069.9,-0.70407866,19512721.81,7.98628085,"""-""",15.66,2.81,0.38491679,46.71315362,-
300185,通裕重工,0.05,0.05,2429579843,3.7021502,166214301.7,37.79323114,50.1063,3.77,1.52806954,0.06308428,26.51662633,机械行业
600731,湖南海利,0.04,0.031,1130820957,6.96794986,14155004.64,2.85933339,234.7323,1.87,2.33987383,0.41573637,23.76521505,农药兽药
600673,东阳光科,0.04,0.04,5102256828,8.882049,109483874.9,10.08956522,10.8602,3.04,1.47214886,0.18491306,18.18405709,有色金属
600460,士兰微,0.08,0.02,2375053757,23.28880381,95891364.65,140.4726533,-2.2878,3.93,1.9939505,0.30610056,24.66633897,电子元件
919,金陵药业,0.3574,0.3513,3578652774,11.09083377,180151292,-13.43427902,-38.5585,7.23,5.03812722,0.19077379,20.5026652,医药制造
898,鞍钢股份,0.223,0.22,57882000000,9.71019163,1616000000,135.1839756,-5.613,3.67,6.2,0.6011217,13.29601603,钢铁行业
600794,保税科技,0.02,0.0082,841846926.1,31.79520987,24663033.95,0.41263053,-224.7519,1.28,1.65634826,0.0838188,23.76085866,交运物流
600608,ST沪科,-0.07,-0.09,262956577.8,38.27329306,-23796342.67,-168.0059175,61.4579,"""-""",-0.0399832,-0.17582995,2.22708673,金属制品
600326,西藏天路,0.38,0.36,2501257287,19.85118459,253085606.2,73.02933437,-10.7548,11.09,3.58780759,0.70943215,27.54780748,水泥建材
2616,长青集团,0.2254,0.4264,1906788764,19.11932179,163128793.8,48.80081378,48.3024,8.83,5.314795,0.80117243,25.65288442,家电行业
600570,恒生电子,0.03,0.29,2170166186,-2.48777421,18291370.84,-95.96869741,-552.8908,0.77,3.88627339,0.71205316,95.41515247,软件服务
300322,硕贝德,0.16,0.04,1725391576,123.9066063,67156469.92,164.7568079,-101.8394,12.46,1.44666261,0.01574376,19.14546265,通讯行业
2503,搜于特,0.13,0.26,6324063199,218.9283566,361705986.4,86.47056498,38.0828,12.54,3.30655466,-0.39595323,17.68737374,纺织服装
300138,晨光生物,0.2541,0.2826,2140846680,68.88587669,92474001.24,34.28782802,-54.1416,6.41,5.73435623,-1.22704242,14.58424491,食品饮料
2586,围海股份,0.13,0.11,2192615218,15.59144791,93062078.66,47.07184869,349.7446,5.76,2.27011911,0.04726605,13.17724331,工程建设
2417,深南股份,-0.39,-0.41,325030505.4,-32.11220091,-105435800.8,-458.9090807,-132.15,-26.75,1.26468611,0.26460203,22.18439578,多元金融
2595,豪迈科技,0.9,0.87,2606483094,12.88789021,717665672.2,11.35981252,-23.8676,22.2,4.40832205,0.7272436,41.70642035,汽车行业
300027,华谊兄弟,0.29,-0.01,3503457273,-9.55470747,808134026,-17.21157104,-41.8244,8.45,3.24370808,0.27251606,51.18113836,文化传媒
2674,兴业科技,0.2418,0.2232,2565857720,8.80814185,63119198.43,374.5837935,32.3222,3.42,7.75563538,1.38702008,9.19019785,纺织服装
300068,南都电源,0.48,0.39,7141421743,38.58423867,329343377,61.99639236,-10.221,7.43,7.4918269,0.00658846,17.6304903,电子元件
300037,新宙邦,0.7,1.32,1589213791,70.10461086,255919671.1,100.4510877,3.1914,12.38,11.83606177,1.02893302,38.66957523,材料行业
2572,索菲亚,0.74,1.44,4529964328,41.75014681,664016858.8,44.66120604,22.8697,22.55,8.42164824,2.58295729,36.56500898,木业家具
300103,达刚路机,0.1117,0.1042,219707250,-3.13616119,23643652.07,-37.20502932,-47.8244,2.8,4.03494825,0.17849797,25.2020557,专用设备
2294,信立泰,1.33,1.32,3833490224,10.23084467,1396414150,10.30824393,3.3611,28.68,5.12451633,1.37169221,75.22155747,医药制造
2228,合兴包装,0.1,0.08,3542373078,24.18598941,102936469.5,-10.28614759,72.8106,6.44,1.56439317,0.37513258,16.98060746,包装材料
2249,大洋电机,0.23,0.2,6805205222,38.53596821,509350112.5,49.29338786,108.6401,6.66,3.61750988,0.22699467,23.66682509,机械行业
2193,如意集团,0.23,0.08,1071240371,-7.80123701,47832706.42,76.00496395,-100.79,3.62,9.42665566,1.59397755,23.30623134,纺织服装
2136,安纳达,0.1977,0.1904,819083849.7,35.05386316,42511081.96,131.8193687,56.63,8.82,2.34168824,0.30289707,15.26286714,化工行业
2461,珠江啤酒,0.17,0.01,3542993774,0.7399071,113893437.9,36.9647057,-89.8448,3.3,5.19144161,1.50304982,40.29228924,酿酒行业
601880,大连港,0.04,0.04,12814483861,44.20709994,531012717.4,9.63787494,48.9452,3.11,1.37836033,0.16025268,10.82698341,港口水运
2534,杭锅股份,0.26,0.16,2705586250,3.27777409,191530090,223.6177298,-44.4175,7.59,4.23005754,1.09278541,27.03184218,机械行业
2119,康强电子,0.21,0.21,1196754514,17.21005868,43617898.34,176.1490854,-19.0065,6.47,3.37710577,0.75836682,19.69345837,电子元件
2265,西仪股份,0.02,-0.0009,525960703.5,14.39329196,7012599.24,122.4872097,2201.9618,1.45,1.67865376,0.08983568,13.43942399,机械行业
2185,华天科技,0.1834,0.3201,5475027849,41.32688807,390920674.3,22.73183063,-10.7384,8.19,4.60612087,0.80945616,18.04288811,电子元件
2186,全聚德,0.4525,0.4105,1847183555,-0.32495605,139589795.2,6.44453526,-83.1768,9.97,4.69387257,0.70265197,60.8393752,旅游酒店
2139,拓邦股份,0.23,0.31,1827102640,26.35965824,144293730.7,78.95910749,-29.6232,9.74,3.77646924,0.41340517,22.08821087,仪器仪表
600886,国投电力,0.5771,0.6374,29270802965,-6.42236601,3916447642,-27.84096508,-73.6223,14.17,4.22639544,2.80967761,48.41061057,电力行业
631,顺发恒业,0.16,0.16,3635318885,4.64013676,366317643.9,12.06337,87.8104,7.64,2.29547008,1.35852417,27.69220932,房地产
600860,京城股份,-0.35,-0.39,889525250.3,-17.37615258,-148787585.2,28.40464556,-93.2045,-23.31,1.33933141,-0.0309048,11.01933083,机械行业
738,航发控制,0.1823,0.1085,2503911789,-3.63762466,208844364.7,6.41976988,8.8542,4.32,4.307644,0.16303908,25.00249482,航天航空
731,四川美丰,-0.4233,-0.454,2370063676,-39.66654225,-250373779.8,-551.5875178,-146.3172,-9.66,4.17037787,0.51134344,9.96778274,化肥行业
552,靖远煤电,0.0969,0.0886,2977580733,12.49412241,221718619.7,23.29598088,132.6282,3.69,2.74673204,0.21341083,20.68009769,煤炭采选
430002,中科软,0.5,0.49,3901442412,8.88026909,191716922.5,14.15478374,"""-""",24.74,2.1998,1.07570429,21.51165461,-
600748,上实发展,0.32,0.26,6490214061,-1.96951867,592602028.9,13.89490555,150.9991,6.68,4.94086066,3.06567602,32.7680893,房地产
2023,海特高新,0.05,0.03,494747601,15.45313864,40768425.37,2.81243381,58.5152,1.23,4.8104247,0.06829346,48.43578557,航天航空
2007,华兰生物,0.839,0.73,1934669663,31.45250002,780312519.8,32.45415881,-12.1775,19.85,4.53497337,0.35473898,60.53528996,医药制造
600798,宁波海运,0.0857,0.0851,1131572778,8.08286418,88370920.76,450.6966363,-30.2271,3.31,2.63217636,0.47247385,30.40814088,港口水运
872760,爱迪滚塑,-0.06,-0.01,25648279.49,75.9204867,-452841.06,85.1114397,"""-""",5.93,0.45241232,-0.04155089,35.76189664,-
872614,川投水务,0.85,0.8,49717134.15,9.79648462,16904461.81,18.98695692,"""-""",45.04,2.31,1.06298187,58.87238683,-
872595,海通期货,0.2373,0.2245,6787770709,89.93066573,308438620.8,115.0999051,"""-""",12.53,2.02,-2.16825532,"""-""",-
872755,中泰环境,0.22,"""-""",18403391.32,288.0974218,2219238.27,574.7214314,"""-""",19.41,0.56449797,-0.23516566,39.98439658,-
872267,金发股份,2.33,"""-""",79416421.09,25.11052876,13400314.58,87.94496581,"""-""",442.31,1.39,2.55952799,37.03440342,-
872087,天士营销,"""-""","""-""",11676688261,-8.70419783,93376866.68,-44.40026187,"""-""",11.69,4.43494525,0.07291274,6.23322326,-
871731,迪维信达,0.4,0.35,44195468.65,35.03601264,1982477.51,174.6143149,"""-""",30.38,1.5,-0.44466851,25.28191525,-
871601,中技克美,0.14,0.13,19964281.57,7.98265133,3451364.34,-3.57894845,"""-""",7.35,1.22,-0.02137151,64.40773932,-
871310,汇湘轩,0.02,0.02,43432135.81,55.74367193,803055.83,8.8987676,"""-""",1.78,1.01,0.05702033,35.72683784,-
871295,中兵航联,0.44,0.44,200688625.5,-3.7545185,43959975.93,15.55928076,"""-""",16.96,2.81,0.2817015,57.64640781,-
871226,凯英科技,0.58,0.57,92475661.92,41.70735445,11526443.12,2134.254879,"""-""",32.19,2.08,0.22252738,44.44801823,-
871162,富诺健康,0.66,0.6058,66325783.68,101.9646959,8201204.38,1020.74396,"""-""",47.17,1.55,0.11420144,62.41285865,-
870906,海和科技,0.02,0.08,70465346.53,6.84306137,707214.25,98.13293449,"""-""",2.07,1.5,-0.32108618,18.75322735,-
870395,龙普股份,0.03,0.08,77771598.41,48.23550199,644611.93,6.43266564,"""-""",1.61,1.24,0.13888051,23.80925716,-
870358,安达农森,0.43,0.41,230836728.9,6.54727408,10595298.56,35.47717957,"""-""",24.73,1.95,-0.1433269,14.85045898,-
870307,传味股份,0.98,0.9647,165508984.7,49.91938653,10331965.29,2.2299124,"""-""",29.5,3.82,1.54818265,15.83579422,-
870286,智鑫博达,0.03,0.03,17153693.69,25.40197191,589028.96,-64.55350447,"""-""",2.1,1.76,0.56042296,33.13498394,-
870135,经纬视通,0.15,0.17,30462356.28,51.34670258,2327206.07,19.01050074,"""-""",15.8,1.27,-0.36574754,28.52731903,-
870101,玖零股份,0.42,0.4,41328020.95,6.11497842,4187300.99,-52.02970817,"""-""",18.65,2.5,0.22705736,53.93384684,-
839816,永成医美,0.57,0.59,132233013,-19.13404418,19052755.75,-25.30346473,64.0844,16.62,2.27,0.20552336,68.44664186,-
839642,普泰尔,0.41,0.32,29313036.9,66.15379362,4059748.04,124.8618006,"""-""",29.27,1.59,0.23372346,45.8668131,-
839401,新复大,-0.34,-0.36,16327949.95,-58.39140376,-7332144.21,-184.3448225,"""-""",-29.99,1.06,-0.26823256,20.32286123,-
839375,世纪数码,0.18,0.1427,61420985.52,57.90940188,4407964.84,249.7041236,"""-""",16.67,1.2,0.15992485,31.59643795,-
838964,格非科技,0.3913,0.3692,65046920.19,23.68154272,6183133.31,22.09004099,"""-""",15.24,2.76,-0.10530061,43.33437152,-
838667,东方远景,0.09,-0.02,14384597.21,77.72921301,688536.05,-8.7182221,"""-""",9.03,1.14,0.49318463,34.27100723,-
839043,甲骨文,0.31,0.16,50998288.06,37.79999525,3102002.67,-7.75671208,"""-""",20.82,1.65,0.52946524,70.78927886,-
838644,欧迅科技,-0.17,-0.38,12737360.81,10.42514803,-2566212.23,-396.4295438,"""-""",-10.77,0.99,0.0343362,27.93619474,-
837768,宇超股份,0.17,0.15,140491143.7,-3.43657919,8522297.75,83.15892672,"""-""",13.07,1.36,0.07243698,19.63087398,-
837567,中兵通信,0.8,0.77,633366573.2,-10.41649784,145663256.2,34.34909652,"""-""",21.16,3.83,-0.2343939,40.17308956,-
837410,美爱斯,0.18,0.1239,72157194.92,17.53796379,5390386.27,79.97963137,"""-""",16.16,1.31,0.36704498,39.78618875,-
837505,华奥传媒,0.41,0.42,134324069.8,147.7817297,13334924.85,55.98557996,"""-""",16.19,2.83,0.37820988,24.82510969,-
837193,华商物流,0.8,0.78,180400522.1,12.34142887,24088261.25,24.2061526,"""-""",46.97,2.11,0.9202837,21.90242745,-
837301,道坦坦,0.11,0.0554,50969164.08,15.51080663,2668479.62,-44.4672036,"""-""",9.54,1.16,0.35959781,28.21696424,-
837236,华正明天,0.15,0.12,58540728.45,28.57586166,2908265.63,-34.28252916,-175.6025,10.26,1.83,-0.31504585,27.41418608,-
300655,晶瑞股份,0.5121,0.4014,439877860.1,37.97587534,33897786.13,19.30042211,33.4756,12.23,4.3876985,0.40080549,30.98612615,化工行业
836986,清园股份,1.49,1.46,252999324.3,-1.80461405,93703157.75,-14.56672521,"""-""",69.1,2.25,1.58653974,68.33316199,-
603916,苏博特,0.58,0.52,1313829998,-0.03261358,132936491.1,-22.42284949,"""-""",12.54,4.87412789,0.67936866,42.44250871,化工行业
1979,招商蛇口,1.21,1.1313,63573756132,29.15422112,9581416758,97.5414712,122.9613,19.02,7.14549036,-1.69200487,34.53694435,房地产
836675,秉扬科技,0.21,0.2,113114814.1,-13.02514685,20870737.32,-6.34356767,"""-""",17.25,1.34,0.30967703,45.23720422,-
835899,利泰健康,0.27,0.24,36886307.51,47.11957398,10319462.47,36.80166948,"""-""",20.27,1.48,0.2131451,58.46299656,-
603978,深圳新星,2.21,1.74,793995155.5,13.26121357,132793500.6,61.45195556,48.7573,22.27,11.0466598,1.41094972,24.29020648,有色金属
835772,隆华股份,0.25,0.05,21448981.64,5.42623931,2811860.74,450.9881272,"""-""",8.37,3.14,0.2270176,50.96523487,-
836042,泛华体育,0.19,0.19,144232851.1,2.55900029,15273219.35,14.4358558,"""-""",12.4,1.64,0.33745016,22.72370416,-
835181,中阳股份,0.23,0.28,220391209,32.36814946,15633270.01,165.9457633,"""-""",20.96,1.61,0.08420058,17.12882696,-
835359,百通能源,0.33,0.3,200984605.3,10.258668,33696827.51,48.90360004,"""-""",19.33,1.85,0.47456013,38.4093034,-
400055,国瓷5,0.54,0.035,186425605.7,7.05444546,438187561.9,13.0845843,15779.302,-501.23,0.18521825,-0.05026146,37.29679918,-
600028,中国石化,0.383,0.245,1.93091E+12,-4.42808884,46416000000,43.78736718,73.9613,6.68,5.883,1.772,22.72222801,石油行业
600012,皖通高速,0.5627,0.5616,2499135630,2.97200452,933257550.1,-0.4914674,6.1144,11.16,5.23267231,1.05654827,57.48574317,高速公路
600377,宁沪高速,0.6642,0.6583,9201297066,5.02179832,3346063867,33.48857459,3.0199,16.06,4.408668,1.0845618,52.57494394,高速公路
600206,有研新材,0.06,0.01,3807978100,47.05181441,47893788.74,57.86189073,58.7683,1.72,3.3555018,-0.15388495,6.17178538,材料行业
600192,长城电工,0.0505,0.0008,1816085979,0.60573517,22315017.28,-44.86076052,-109.9278,1.17,4.36280153,0.00749045,25.07521707,输配电气
834804,正济药业,0.54,0.51,174517730,1.3684696,27206018.1,50.77551965,"""-""",34.78,1.84,0.23027754,38.71158063,-
834465,国科股份,0.2794,0.2526,29123421.3,-13.42388589,10897215.62,-44.92556875,"""-""",20.35,1.36,0.20615841,69.061474,-
834507,元年科技,0.43,"""-""",208141704.4,26.10553943,31622071.19,30.83818025,"""-""",13.56,3.9,0.09485767,44.13808999,-
834516,智恒医药,0.61,0.36,7039941.49,-35.41550459,3055075.84,23.76202722,"""-""",15.29,4.3,0.13300352,54.39813364,-
834001,鼎宏保险,0.27,0.15,265522577,108.3874903,13667006.8,31.19915747,"""-""",19.25,1.5,-0.01162356,20.53920596,-
833855,三楷深发,0.22,0.2209,98781611.14,-12.06934379,8197628.69,-38.09471649,"""-""",12.91,1.64,-0.5463566,30.00807774,-
833828,新视野,0.6905,0.6418,18813228.75,-1.72087128,7227365.47,20.98696726,"""-""",36.06,2.09,0.7267998,77.09075025,-
833600,红人股份,0.06,0.0203,44969842.81,37.58018275,1301923.13,65.16945585,"""-""",5.33,1.3,-0.0966809,23.10851898,-
833790,嘉元科技,0.46,0.42,418774093.8,26.31816971,62529809.7,225.3016744,114.3421,17.5,2.27,0.681276,27.39160213,-
833767,五轮电子,0.4,0.38,83324082.84,54.34442646,8709994.14,33.3944652,"""-""",33.85,1.38,0.27583238,31.1461341,-
833552,威尔数据,0.28,0.17,31898610.66,7.14744767,5555717,15.74818091,"""-""",18.14,1.57,0.32658865,45.32183114,-
833656,确成硅化,0.51,0.51,803074188.3,11.19349699,187062530.1,67.49494249,"""-""",19.67,2.89,0.76867131,39.38425214,-
833930,通海绒业,0.31,0.1,113858465.9,6.767228,15609155.09,249.4564801,"""-""",24.85,1.67,-0.4255319,22.56559839,-
833512,金尚新能,-0.06,-0.07,17761711.29,200.4391327,-3247161.32,16.63303754,"""-""",-6.97,0.85,-0.15295198,19.81940649,-
603179,新泉股份,0.95,0.92,1710841686,89.64881106,113672913.6,116.235555,62.6808,21.14,4.96936589,0.91091613,24.5530633,汽车行业
833233,鸿丰小贷,0.17,0.14,71579223.35,10.7743097,55549597.31,7.78577532,-37.6386,11.61,1.56,-0.21979178,"""-""",-
833257,鑫盛小贷,0.07,0.07,11900534.88,-5.1928166,5825797.83,-10.82963374,66.7048,6.53,1.12,0.11578689,"""-""",-
833342,滨江小贷,0.02,0.013,12425516.93,-20.82615699,2188555.15,-40.7508101,-204.3816,1.96,1.13,0.05971477,"""-""",-
832980,怡林实业,0.19,0.09,47982128.26,10.60980468,4830287.05,10.51021265,"""-""",12.51,1.54,-0.06597456,21.79756741,-
832739,辰午节能,0.06,0.04,87176932.39,-8.29021299,2329521.16,-75.69796229,"""-""",1.96,3.03,-0.31693671,29.78650811,-
832952,坤七药业,-0.22,-0.2517,8495829.31,-0.56179734,-1972735.14,-31.37003917,"""-""",-26.21,0.85,-0.11452677,15.82113012,-
832947,意畅科技,-0.12,-0.3,16335541.17,-0.56822582,-725738.12,84.05878241,"""-""",-9.91,1.18,0.04991332,35.77813927,-
832971,卡司通,0.31,0.28,264265216.9,32.29020103,23215946.39,-19.88628202,"""-""",11.56,2.78,0.06438453,35.0584371,-
832656,优力克,0.08,0.004,35759336.66,22.70457902,762198.97,34.10544946,"""-""",7.31,1.26,-0.31348624,23.23501887,-
832944,银信农贷,0.12,0.1181,28769380.03,18.63325457,15774793.9,11.65630813,-13.9398,10.25,1.24,-0.07176928,"""-""",-
832508,白马数控,-0.06,-0.07,14074144.36,-24.61937489,-592955.9,-204.8049781,"""-""",-4.41,1.53,-0.26890789,34.49007425,-
832557,大商帮,0.66,0.59,15692544.61,74.07469783,6632676.55,158.7500682,"""-""",38.58,1.55,0.88064047,88.56816097,-
832491,奥迪威,0.55,0.5,289222318,8.38753391,59223087.66,19.48629115,"""-""",15.03,3.96,0.17011303,38.62169086,-
832255,建通测绘,0.78,0.69,160578476.3,42.70679498,30624588.4,171.546108,"""-""",19.58,4.96,0.00486782,41.81537321,-
832462,广电计量,0.32,0.26,564603011.7,36.70059871,64311735.67,54.78482085,"""-""",19.28,2.74,0.30969402,51.65321665,-
603039,泛微网络,1.3,1.03,461305048.5,45.55786377,65219392.42,29.41376215,72.6059,24.86,5.89927043,2.45638452,95.92939219,软件服务
831386,风华环保,0.25,0.22,115302629.9,45.74590382,10176940.99,-16.67926891,"""-""",7.39,3.57,0.35087545,22.17771241,-
